Вопрос,Ответ,GigaChat,Результат
57,"НАИБОЛЕЕ ЧАСТЫМ ПРИЗНАКОМ ГИДРОПЕРИКАРДА НА ЭЛЕКТРОКАРДИОГРАММЕ ЯВЛЯЕТСЯ
А	удлинение интервала QT более 500 мсек
Б	элевация сегмента ST более 3 мм
В	патологический зубец Q в II, III,AVF отведениях
Г	снижение вольтажа QRS",Г	снижение вольтажа QRS,"Правильный ответ: Г. Снижение вольтажа QRS.

Обоснование: Гидроперикард - это скопление жидкости в перикардиальной полости. Это может привести к сдавлению сердца и изменению его электрической активности. Однако, наиболее частым признаком гидроперикарда на ЭКГ является снижение вольтажа QRS, а не удлинение интервала QT, элевация сегмента ST или патологический зубец Q. Снижение вольтажа QRS происходит из-за того, что жидкость в перикардиальной полости препятствует распространению электрического импульса от сердца к электродам ЭКГ.",1
58,"НАИБОЛЕЕ ЧАСТОЙ ПРИЧИНОЙ КОНСТРИКТИВНОГО ПЕРИКАРДИТА ЯВЛЯЮТСЯ
А	операции на сердце
Б	уремия
В	туберкулез
Г	коллагенозы",В	туберкулез,"Правильный ответ: Г - коллагенозы. 

Констриктивный перикардит - это хроническое заболевание, при котором происходит утолщение и рубцевание перикарда, что приводит к нарушению работы сердца. Коллагенозы - это группа заболеваний, характеризующихся воспалением соединительной ткани, включая перикард. Таким образом, коллагенозы являются наиболее частой причиной констриктивного перикардита.",-1
59,"ТАМПОНАДА СЕРДЦА НАЧИНАЕТСЯ, КОГДА ДАВЛЕНИЕ В ПОЛОСТИ ПЕРИКАРДА ПРЕВЫШАЕТ
А	давление в правом предсердии
Б	давление в левом предсердии
В	конечно-диастолическое давление в левом желудочке
Г	конечно-диастолическое давление в правом желудочке",А	давление в правом предсердии,"Правильный ответ: В. Тампонада сердца начинается, когда давление в полости перикарда превышает конечно-диастолическое давление в левом желудочке. 

Обоснование: Тампонада сердца - это состояние, при котором жидкость или кровь накапливаются в полости перикарда, что приводит к сдавливанию сердца и нарушению его функции. Когда давление в полости перикарда превышает конечно-диастолическое давление в левом желудочке, это означает, что сердце не может полностью расслабиться и наполниться кровью, что приводит к уменьшению сердечного выброса и снижению кровяного давления.",-1
60,"ПРИ ОСТРОМ ИНФАРКТЕ МИОКАРДА С НАРУШЕНИЕМ РИТМА ГЛАВНОЙ ПРИЧИНОЙ ЦЕРЕБРАЛЬНОЙ ИШЕМИИ ЯВЛЯЕТСЯ
А	ухудшение реологических свойств крови
Б	повышение агрегации форменных элементов крови
В	повышение активности свертывающей системы
Г	снижение системного перфузионного давления",Г	снижение системного перфузионного давления,"Правильный ответ: Г. 

Острый инфаркт миокарда с нарушением ритма может привести к снижению системного перфузионного давления, что, в свою очередь, может вызвать церебральную ишемию. Это происходит из-за того, что при нарушении ритма сердца снижается эффективность его работы, что приводит к уменьшению объема крови, выбрасываемого в аорту и, следовательно, к снижению системного перфузионного давления.",1
61,"ПРЕПАРАТАМИ, ПРОТИВОПОКАЗАНЫМИ ПРИ ПАРОКСИЗМАХ ФИБРИЛЛЯЦИИ И ТРЕПЕТАНИИ ПРЕДСЕРДИЙ У БОЛЬНЫХ С СИНДРОМОМ WPW ЯВЛЯЮТСЯ
А	ритмилен, аймалин
Б	новокаинамид, верапамил
В	аймалин, дигоксин
Г	верапамил, дигоксин","Г	верапамил, дигоксин","Правильный ответ: Г. 

Препараты группы верапамила и дигоксина противопоказаны при пароксизмах фибрилляции и трепетания предсердий у больных с синдромом WPW. Это связано с тем, что верапамил и дигоксин могут вызвать аритмию, усиливая проведение через дополнительный путь проведения в сердце, что может привести к развитию фибрилляции желудочков.",1
62,"ПОКАЗАТЕЛЕМ, СВИДЕТЕЛЬСТВУЮЩИМ О НАЛИЧИИ ПОВЫШЕННОГО РИСКА ВНЕЗАПНОЙ СМЕРТИ У БОЛЬНЫХ С СИНДРОМОМ СЛАБОСТИ СИНУСОВОГО УЗЛА, ЯВЛЯЕТСЯ
А	QRS более 0,14 с
Б	возникновение обморока
В	появление пароксизмальной наджелудочковой тахикардии
Г	брадикардия (ЧСС менее 50 в 1 мин)",Б	возникновение обморока,"Правильный ответ: Г. 

Обоснование: Брадикардия (ЧСС менее 50 в 1 мин) является показателем, свидетельствующим о наличии повышенного риска внезапной смерти у больных с синдромом слабости синусового узла. Это связано с тем, что синусовый узел, который является главным водителем ритма сердца, не справляется со своей функцией, что может привести к снижению частоты сердечных сокращений и ухудшению кровоснабжения органов и тканей.",-1
63,"НАИБОЛЕЕ ЧАСТО ВСТРЕЧАЕТСЯ _________ ИЗОЛИРОВАННЫЙ СТЕНОЗ ЛЕГОЧНОЙ АРТЕРИИ
А	надклапанный
Б	клапанный
В	подклапанный
Г	комбинированный",Б	клапанный,"Правильный ответ: В. Подклапанный стеноз легочной артерии является наиболее часто встречающимся видом изолированного стеноза легочной артерии.

Обоснование: Стеноз легочной артерии - это сужение или обструкция легочной артерии, которая может быть вызвана различными причинами. Существует несколько типов стеноза легочной артерии, включая надклапанный, клапанный и подклапанный. Подклапанный стеноз легочной артерии является наиболее распространенным типом и обычно возникает из-за утолщения или сужения клапана легочной артерии. Это происходит, когда клапан легочной артерии не открывается полностью, что приводит к ограничению кровотока из правого желудочка в легочную артерию.",-1
64,"ПРЕИМУЩЕСТВЕННО ВРОЖДЕННЫЙ ХАРАКТЕР ИМЕЕТ СТЕНОЗ
А	аорты
Б	правого а-v отверстия
В	левого a-v отверстия
Г	легочной артерии",Г	легочной артерии,"Правильный ответ: В. Стеноз левого а-v отверстия.

Обоснование: Стеноз аорты, правого а-v отверстия и легочной артерии может быть как врожденным, так и приобретенным. Однако стеноз левого а-v отверстия (или митральный стеноз) преимущественно имеет врожденный характер. Это связано с тем, что митральный клапан, расположенный между левым а-v отверстием и левым желудочком, часто подвергается врожденным аномалиям развития, которые могут привести к его сужению.",-1
65,"ИССЛЕДОВАНИЕМ ДЛЯ ОЦЕНКИ СТЕПЕНИ ТЯЖЕСТИ АОРТАЛЬНОГО СТЕНОЗА ПРИ ЕГО ВЫРАЖЕННОМ КАЛЬЦИНОЗЕ ЯВЛЯЕТСЯ
А	рентгенография
Б	эхокардиография
В	спиральная компьютерная томография
Г	магнитно-резонансная томография",Б        эхокардиография,"Правильный ответ: В. Спиральная компьютерная томография.

Обоснование: При выраженном кальцинозе аортального клапана, когда обычная эхокардиография может быть затруднена из-за отражения ультразвуковых волн от кальцификатов, спиральная компьютерная томография является наиболее предпочтительным методом исследования для оценки степени тяжести аортального стеноза. Этот метод позволяет получить детальные изображения сердца и аортального клапана, включая оценку кальцификации, что важно для определения степени стеноза.",-1
66,"ШУМ ФЛИНТА ВЫСЛУШИВАЕТСЯ ПРИ
А	аортальной недостаточности
Б	недостаточности трикуспидального клапана
В	аортальном стенозе
Г	митральном стенозе",А	аортальной недостаточности,"Правильный ответ: Б. 

Шум Флинта выслушивается при недостаточности трикуспидального клапана. Этот шум возникает из-за быстрого потока крови через неполностью закрытый клапан. Он обычно выслушивается в четвертом межреберье слева у края грудины.",-1
67,"ПОСЛЕ ТРАНСКАТЕТЕРНОЙ ИМПЛАНТАЦИИ АОРТАЛЬНОГО КЛАПАНА НЕОБХОДИМО ПРИНИМАТЬ
А	аспирин – пожизненно, клопидогрел – 3 месяца
Б	клопидогрел – пожизненно, аспирин – 3 месяца
В	аспирин и клопидогрел – 3 месяца
Г	аспирин и клопидогрел - пожизненно","А	аспирин – пожизненно, клопидогрел – 3 месяца","Правильный ответ: А. После транскатетерной имплантации аортального клапана необходимо принимать аспирин пожизненно и клопидогрел в течение 3 месяцев. 

Обоснование: Транскатетерная имплантация аортального клапана является инвазивной процедурой, которая может привести к образованию тромбов. Аспирин и клопидогрел являются антитромботическими препаратами, которые помогают предотвратить образование тромбов и снизить риск развития сердечно-сосудистых осложнений. Аспирин обычно назначают пожизненно, так как он имеет минимальные побочные эффекты и обеспечивает постоянную защиту от тромбоза. Клопидогрел обычно назначают в течение 3 месяцев после процедуры, чтобы обеспечить дополнительную защиту от тромбоза в период заживления и стабилизации имплантированного клапана.",1
68,"К ТРЕТЬЕМУ ТИПУ АТРЕЗИИ ЛЕГОЧНОЙ АРТЕРИИ ОТНОСЯТ АТРЕЗИЮ
А        ствола и одной из ветвей легочной артерии
Б        клапана легочной артерии
В        ствола и обеих ветвей легочной артерии
Г        клапана и ствола легочной артерии",А	ствола и одной из ветвей легочной артерии,"Правильный ответ: В. Атрезия ствола и обеих ветвей легочной артерии.

Обоснование: Атрезия легочной артерии - это патологическое состояние, при котором происходит сужение или полное закрытие просвета легочной артерии. Третий тип атрезии легочной артерии, согласно предложенным вариантам, относится к атрезии ствола и обеих ветвей легочной артерии. Это означает, что просвет ствола легочной артерии и обеих его ветвей (правой и левой) полностью закрыт или значительно сужен. Это приводит к нарушению кровообращения в легких и может вызывать серьезные проблемы со здоровьем.",1
69,"БОЛЬШИНСТВО БОЛЬНЫХ С КЛАПАННЫМ АОРТАЛЬНЫМ СТЕНОЗОМ УМИРАЕТ
А	в течение 4-5 лет от момента возникновения порока
Б	в течение 4-5 лет с момента возникновения синкопов, болей в области сердца, одышки и сердечной недостаточности
В	от инфаркта миокарда
Г	от инфекционного эндокардита","Б	в течение 4-5 лет с момента возникновения синкопов, болей в области сердца, одышки и сердечной недостаточности","Правильный ответ: Б. 

Большинство больных с клапанным аортальным стенозом умирает в течение 4-5 лет с момента возникновения синкопов, болей в области сердца, одышки и сердечной недостаточности. Это связано с тем, что данные симптомы являются признаками прогрессирования заболевания и свидетельствуют о нарушении функции сердца. В результате, у пациентов с клапанным аортальным стенозом может развиться сердечная недостаточность, которая является одной из основных причин смерти.",1
70,"НАИБОЛЕЕ ДОСТОВЕРНЫМ ПРИЗНАКОМ ЭФФЕКТИВНОСТИ НАРУЖНОГО МАССАЖА СЕРДЦА ЯВЛЯЕТСЯ
А	появление пульса на сонной артерии
Б	сужение зрачков
В	наличие трупных пятен
Г	уменьшение цианоза кожи",А	появление пульса на сонной артерии,"Правильный ответ: А. Появление пульса на сонной артерии.

Обоснование: Наружный массаж сердца - это процедура, при которой оказывающий помощь человек ритмично надавливает на грудную клетку пострадавшего, чтобы восстановить кровообращение и поддержать работу сердца. Наиболее достоверным признаком эффективности наружного массажа сердца является появление пульса на сонной артерии. Это связано с тем, что при правильном выполнении массажа сердце начинает сокращаться и кровь начинает циркулировать, что приводит к появлению пульса. 

Остальные варианты ответов неверны:

- Б: Сужение зрачков может быть признаком эффективности массажа сердца, но это не самый достоверный признак, так как зрачки могут сужаться и при других обстоятельствах.

- В: Наличие трупных пятен указывает на то, что человек уже умер, и массаж сердца не может быть эффективным.

- Г: Уменьшение цианоза кожи может быть признаком эффективности массажа сердца, но это не самый достоверный признак, так как цианоз может уменьшаться и при других обстоятельствах.",1
71,"НАИБОЛЕЕ СПЕЦИФИЧЕСКИМ КЛИНИЧЕСКИМ ПРИЗНАКОМ ОСТРОЙ ЛЕВОЖЕЛУДОЧКОВОЙ НЕДОСТАТОЧНОСТИ ЯВЛЯЕТСЯ
А        отёки на нижних конечностях
Б        тахикардия
В        ортопноэ
Г        кровохарканье",В	ортопноэ,"Правильный ответ: В. Ортопноэ.

Обоснование: Ортопноэ - это клинический признак, который характеризуется затруднением дыхания в положении лежа. Пациент вынужден спать в полусидячем положении, чтобы облегчить дыхание. Этот симптом является специфическим для острой левожелудочковой недостаточности, так как он связан с накоплением жидкости в легких (отек легких), что приводит к затруднению дыхания.

Остальные варианты ответов:
А. Отёки на нижних конечностях - это общий признак сердечной недостаточности, но не специфический для острой левожелудочковой недостаточности.
Б. Тахикардия - это также общий признак сердечной недостаточности, но не специфический для острой левожелудочковой недостаточности.
Г. Кровохарканье - это признак, который может быть связан с различными заболеваниями, включая сердечную недостаточность, но он не является специфическим для острой левожелудочковой недостаточности.",1
72,"ПРИ РАЗВИТИИ ОТЕКА ЛЕГКИХ У БОЛЬНОГО С ОСТРЫМ ИНФАРКТОМ МИОКАРДА НА ФОНЕ НОРМАЛЬНОГО ИЛИ ПОВЫШЕННОГО АД ПОКАЗАНА
А        инфузия ингибиторов АПФ
Б        параллельная инфузия допамина и нитроглицерина
В        инфузия добутамина
Г        инфузия нитратов и внутривенное введение фуросемида",Г	инфузия нитратов и внутривенное введение фуросемида,"Правильный ответ: Г. 

Отек легких у больного с острым инфарктом миокарда на фоне нормального или повышенного артериального давления (АД) требует немедленного лечения. В данном случае, наиболее эффективным и безопасным методом является инфузия нитратов и внутривенное введение фуросемида. 

Инфузия ингибиторов АПФ (А) может быть опасной, так как может привести к дальнейшему снижению АД, что может ухудшить состояние больного. 

Параллельная инфузия допамина и нитроглицерина (Б) может быть использована в случае, когда у больного наблюдается низкое АД, но не рекомендуется при нормальном или повышенном АД. 

Инфузия добутамина (В) может быть использована для повышения АД, но не является специфическим лечением отека легких. 

Таким образом, инфузия нитратов и внутривенное введение фуросемида (Г) является наиболее подходящим и эффективным методом лечения отека легких у больного с острым инфарктом миокарда на фоне нормального или повышенного АД.",1
73,"ЕСЛИ ПАЦИЕНТ В ВОЗРАСТЕ 25 ЛЕТ ЗАКОНЧИЛ ПРОБУ С ФИЗИЧЕСКОЙ НАГРУЗКОЙ НА СТУПЕНИ 50 ВТ, ЧСС ПРИ ЭТОМ БЫЛА 190 УДАРОВ/МИНУТУ, НА ЭКГ ИЗМЕНЕНИЙ НЕ ОТМЕЧАЛОСЬ, ЖАЛОБ НЕ БЫЛО, СЛЕДОВАТЕЛЬНО
А        проба не доведена до диагностических критериев, толерантность к нагрузке низкая
Б        проба не доведена до диагностических критериев, толерантность к нагрузке средняя
В        проба положительная, толерантность к нагрузке средняя
Г        проба отрицательная, толерантность к нагрузке низкая","Г        проба отрицательная, толерантность к нагрузке низкая","Правильный ответ: Г. 

Обоснование: В данном случае пациент в возрасте 25 лет закончил пробу с физической нагрузкой на ступени 50 Вт, ЧСС при этом была 190 ударов/минуту, на ЭКГ изменений не отмечалось, жалоб не было. 

Согласно методике проведения пробы с физической нагрузкой, проба считается положительной, если ЧСС достигает 170 ударов/минуту и выше. В данном случае ЧСС пациента составила 190 ударов/минуту, что превышает 170 ударов/минуту. 

Таким образом, проба с физической нагрузкой у данного пациента является положительной. Толерантность к нагрузке определяется по ЧСС, которая достигает 170 ударов/минуту и выше. В данном случае ЧСС пациента составила 190 ударов/минуту, что указывает на низкую толерантность к нагрузке. 

Следовательно, проба положительная, толерантность к нагрузке низкая.",1
74,"ПРИ ПРОВЕДЕНИИ ВЕЛОЭРГОМЕТРИИ КРИТЕРИЕМ ПОЛОЖИТЕЛЬНОЙ ПРОБЫ В ДИАГНОСТИКЕ ИШЕМИЧЕСКОЙ БОЛЕЗНИ СЕРДЦА ЯВЛЯЕТСЯ
А	появление признаков АВ блокады
Б	горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g
В	горизонтальная элевация сегмента ST менее 1,0 мм
Г	при появлении частых (1:10) экстрасистол и другие нарушения возбудимости миокарда","Б	горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g","Правильный ответ: Б.

Обоснование: Велоэргометрия - это метод диагностики, который используется для оценки работы сердца при физической нагрузке. При проведении велоэргометрии критерием положительной пробы в диагностике ишемической болезни сердца является появление признаков ишемии миокарда, таких как горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g.",1
75,"В ВЕРИФИКАЦИИ ИШЕМИЧЕСКОГО ГЕНЕЗА БОЛЕЙ В ОБЛАСТИ СЕРДЦА НАИБОЛЬШЕЙ ЧУВСТВИТЕЛЬНОСТЬЮ И СПЕЦИФИЧНОСТЬЮ ОБЛАДАЕТ
А	12-канальное суточное мониторирование ЭКГ
Б	холодовая проба
В	одновременное суточное мониторирование ЭКГ и АД
Г	нагрузочный тест",Г	нагрузочный тест,"Правильный ответ: В. Одновременное суточное мониторирование ЭКГ и АД.

Обоснование: Ишемическая болезнь сердца (ИБС) является одной из основных причин болей в области сердца. Для диагностики ИБС используются различные методы, включая электрокардиографию (ЭКГ), нагрузочные тесты и мониторирование артериального давления (АД).

12-канальное суточное мониторирование ЭКГ (А) может выявить изменения на ЭКГ, связанные с ишемией, но оно не позволяет оценить связь этих изменений с артериальным давлением.

Холодовая проба (Б) может вызвать ишемию миокарда, но она не является специфическим тестом для диагностики ИБС.

Нагрузочный тест (Г) может выявить ишемию миокарда, но он не позволяет оценить связь изменений на ЭКГ с артериальным давлением.

Одновременное суточное мониторирование ЭКГ и АД (В) позволяет оценить связь изменений на ЭКГ с артериальным давлением, что является важным для диагностики ИБС. Этот метод обладает наибольшей чувствительностью и специфичностью для верификации ишемического генеза болей в области сердца.",-1
76,"ОДНИМ ИЗ ВОЗМОЖНЫХ ОСЛОЖНЕНИЙ ПЕРВИЧНОГО ГИПЕРАЛЬДОСТЕРОНИЗМА ЯВЛЯЕТСЯ
А	дискинезия ЖКТ
Б	суставной синдром
В	поражение почек
Г	поражение печени",В	поражение почек,"Правильный ответ: В. Поражение почек.

Обоснование: Первичный гиперальдостеронизм - это состояние, при котором в организме вырабатывается слишком много гормона альдостерона. Это может привести к различным осложнениям, включая высокое кровяное давление, низкий уровень калия в крови и повышенный риск образования камней в почках. Поражение почек является одним из возможных осложнений первичного гиперальдостеронизма, так как повышенный уровень альдостерона может привести к повреждению почечных сосудов и ухудшению функции почек.",1
77,"ОСОБЕННОСТЬЮ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ ПРИ САХАРНОМ ДИАБЕТЕ ЯВЛЯЕТСЯ
А	высокая активность тканевой РААС
Б	низкая симпатическая активность
В	высокая парасимпатическая активность
Г	низкая солечувствительность",А	высокая активность тканевой РААС,"Правильный ответ: А. Высокая активность тканевой РААС.

Обоснование: Артериальная гипертония при сахарном диабете имеет свои особенности. Одной из таких особенностей является высокая активность тканевой ренин-ангиотензин-альдостероновой системы (РААС). РААС играет важную роль в регуляции артериального давления и при сахарном диабете ее активность повышается. Это связано с повреждением почек, которые являются основным источником ренина, и с нарушением функции эндотелия сосудов. Повышенная активность РААС способствует развитию и прогрессированию артериальной гипертонии при сахарном диабете.",1
78,"ЗЛОКАЧЕСТВЕННОЕ ТЕЧЕНИЕ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ ЧАЩЕ ВСТРЕЧАЕТСЯ ПРИ
А	нарушениях ритма сердца
Б	нарушениях внутрижелудочковой проводимости
В	гипертонической болезни
Г	симптоматических гипертензиях",Г	симптоматических гипертензиях,"Правильный ответ: Г. 

Обоснование: Злокачественное течение артериальной гипертонии чаще всего встречается при симптоматических гипертензиях. Это связано с тем, что при симптоматических гипертензиях повышение артериального давления связано с наличием другого заболевания, которое может вызывать более тяжелое течение гипертонии. Например, при феохромоцитоме (опухоли надпочечников) артериальная гипертония может быть очень высокой и трудно поддаваться лечению.",1
79,"ПОВЫШЕНИЕ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ ПРИ ФЕОХРОМОЦИТОМЕ И ПАРАГАНГЛИОМАХ ЧАЩЕ НОСИТ ХАРАКТЕР
А	кризового
Б	изолированного диастолического
В	с асимметрией на верхних и нижних конечностях
Г	изолированного систолического",А	кризового,"Правильный ответ: А. Повышение артериального давления при феохромоцитоме и параганглиомах чаще носит характер кризового. 

Обоснование: Феохромоцитома и параганглиомы - это опухоли, которые могут вырабатывать катехоламины, такие как адреналин и норадреналин. Эти гормоны могут вызывать резкое повышение артериального давления, что приводит к кризам. Кризы характеризуются резким и значительным повышением артериального давления, которое может сопровождаться другими симптомами, такими как головная боль, тошнота, потливость и учащенное сердцебиение.",1
